,CHORRILLOS,ACOBAMBA,MINA COLQUI,PUCRO,TINGO,SHEQUE,LA QUISHA,CARAMPOMA,MILLOC,LA PIRHUA,BELLAVISTA,CASAPALCA,RIO BLANCO,AUTISHA,SAN JOSE DE PARAC,TAMBORAQUE,MATUCANA,SANTA EULALIA,CANCHACALLA,CHAUTE,LIMATAMBO,CHOSICA,CHOSICA,LA CANTUTA, ANA,SANTA CLARA,RIMAC,SAN MARCOS,VON HUMBOLDT,CAMPO DE MARTE,MODELO CAMPO DE MARTE,HIPOLITO UNANUE,LAS PALMAS,LINCE,TICLIO
X252.5,0.926264345645905,197.22492980957,282.767852783203,184.142669677734,155.903671264648,155.903671264648,155.903671264648,93.5736083984375,184.142669677734,152.740234375,148.608505249023,148.608505249023,118.411308288574,27.3046493530273,128.808715820312,95.1156921386719,62.8752059936523,2.49577713012695,47.7953224182129,14.5864353179932,1.67834150791168,2.49577713012695,0.577701210975647,2.49577713012695,0.609300971031189,0.604548096656799,1.67834150791168,1.67834150791168,1.09705114364624,1.67834150791168,1.67834150791168,1.67834150791168,0.990130484104156,1.67834150791168,123.872467041016
X253.5,0.0334847681224346,304.961791992188,277.460632324219,227.103088378906,254.921768188477,254.921768188477,254.921768188477,202.52912902832,227.103088378906,216.332702636719,237.430648803711,237.430648803711,183.928024291992,73.4992446899414,152.819183349609,116.105796813965,51.721263885498,9.06938552856445,128.447479248047,33.0093879699707,0,9.06938552856445,1.29512047767639,9.06938552856445,0.208618879318237,0.0172668676823378,0,0,0,0,0,0,0,0,264.306823730469
X254.5,0.0148045420646667,208.651443481445,264.984985351562,174.391662597656,199.239318847656,199.239318847656,199.239318847656,122.035629272461,174.391662597656,152.706939697266,155.619918823242,155.619918823242,115.256866455078,29.7646560668945,142.403549194336,104.074928283691,78.8427810668945,0.969883799552917,86.2767791748047,44.5973091125488,0.0526523180305958,0.969883799552917,0,0.969883799552917,0.0483451671898365,0,0.0526523180305958,0.0526523180305958,0.0212457943707705,0.0526523180305958,0.0526523180305958,0.0526523180305958,0.00768918870016932,0.0526523180305958,140.339279174805
X255.5,0.13671800494194,7.73820734024048,19.1362648010254,16.6296920776367,8.30143547058105,8.30143547058105,8.30143547058105,2.08627223968506,16.6296920776367,9.9403657913208,19.2106513977051,19.2106513977051,11.4369773864746,1.39132070541382,11.0803461074829,5.19170188903809,1.95828795433044,0,0.400429755449295,0.18303918838501,0.255774259567261,0,0.118118852376938,0,0.161645039916039,0.163422629237175,0.255774259567261,0.255774259567261,0.151380822062492,0.255774259567261,0.255774259567261,0.255774259567261,0.0893208086490631,0.255774259567261,22.3924789428711
X256.5,0.0949689298868179,0.815420508384705,1.20541608333588,0.705338835716248,0.334481477737427,0.334481477737427,0.334481477737427,0.0947448089718819,0.705338835716248,0.524753987789154,1.11502194404602,1.11502194404602,0.42933776974678,0,0.45846900343895,0.15680456161499,0.0654080882668495,0,0,0,0.304322838783264,0,0.151880964636803,0,0.214435964822769,0.292384088039398,0.304322838783264,0.304322838783264,0.395307928323746,0.304322838783264,0.304322838783264,0.304322838783264,0.315902799367905,0.304322838783264,2.17948484420776
X257.5,0.0375209525227547,0.0325790233910084,0.138960942625999,0.547285318374634,0.133617535233498,0.133617535233498,0.133617535233498,0.0411015823483467,0.547285318374634,0.722929298877716,2.66153359413147,2.66153359413147,1.26778221130371,0,0.357857465744019,0.593525290489197,0.123316079378128,0.0219516307115555,0,0,0.086090587079525,0.0219516307115555,0.11443180590868,0.0219516307115555,0.157085910439491,0.155141949653625,0.086090587079525,0.086090587079525,0.153215497732162,0.086090587079525,0.086090587079525,0.086090587079525,0.160429015755653,0.086090587079525,3.49589252471924
X258.5,0.308827579021454,0.557224869728088,1.76961648464203,6.05734634399414,1.31175518035889,1.31175518035889,1.31175518035889,0.383300691843033,6.05734634399414,2.45986604690552,7.17266511917114,7.17266511917114,0.851589739322662,0.158094212412834,0.307397693395615,0.48641574382782,0.0833798721432686,0,0,0.00942288711667061,0.642951130867004,0,0.0664070546627045,0,0.145262271165848,0.279085695743561,0.642951130867004,0.642951130867004,0.542584002017975,0.642951130867004,0.642951130867004,0.642951130867004,0.5111163854599,0.642951130867004,6.17946100234985
X259.5,1.1386057138443,5.5972752571106,17.1725673675537,28.8998146057129,8.12420272827148,8.12420272827148,8.12420272827148,2.63828873634338,28.8998146057129,11.8783779144287,20.2649383544922,20.2649383544922,7.75588703155518,0.718572735786438,6.74749088287354,3.96879243850708,1.96573555469513,0.183359876275063,0.533169806003571,0.230271175503731,1.76114320755005,0.183359876275063,0.29938930273056,0.183359876275063,0.701234638690948,0.868725657463074,1.76114320755005,1.76114320755005,1.52157413959503,1.76114320755005,1.76114320755005,1.76114320755005,1.53547263145447,1.76114320755005,22.2520694732666
X260.5,0.0481667928397655,3.56347966194153,13.7627086639404,17.6054954528809,6.83564329147339,6.83564329147339,6.83564329147339,1.51180815696716,17.6054954528809,11.8015394210815,15.3440208435059,15.3440208435059,14.9900188446045,0.192192062735558,7.23890924453735,5.79078435897827,1.11378598213196,0.0171669702976942,0.225165024399757,0.0492289923131466,0.234239563345909,0.0171669702976942,0.0115718068554997,0.0171669702976942,0.0499948747456074,0.191727623343468,0.234239563345909,0.234239563345909,0.313902169466019,0.234239563345909,0.234239563345909,0.234239563345909,0.264008164405823,0.234239563345909,19.5205059051514
X261.5,0,61.1326293945312,85.5668792724609,70.5871505737305,43.7262496948242,43.7262496948242,43.7262496948242,17.2977104187012,70.5871505737305,50.2192115783691,64.9517364501953,64.9517364501953,40.5317115783691,3.89827728271484,25.0827732086182,18.701379776001,6.19470453262329,0.22404283285141,4.00859642028809,0.354388296604156,0.18698151409626,0.22404283285141,0.262730270624161,0.22404283285141,0.283224821090698,0.103777170181274,0.18698151409626,0.18698151409626,0.180061563849449,0.18698151409626,0.18698151409626,0.18698151409626,0,0.18698151409626,99.2971115112305
