,CHORRILLOS,ACOBAMBA,MINA COLQUI,PUCRO,TINGO,SHEQUE,LA QUISHA,CARAMPOMA,MILLOC,LA PIRHUA,BELLAVISTA,CASAPALCA,RIO BLANCO,AUTISHA,SAN JOSE DE PARAC,TAMBORAQUE,MATUCANA,SANTA EULALIA,CANCHACALLA,CHAUTE,LIMATAMBO,CHOSICA,CHOSICA,LA CANTUTA, ANA,SANTA CLARA,RIMAC,SAN MARCOS,VON HUMBOLDT,CAMPO DE MARTE,MODELO CAMPO DE MARTE,HIPOLITO UNANUE,LAS PALMAS,LINCE,TICLIO
X272.5,115.776542663574,75.0600357055664,68.1257858276367,62.3782043457031,82.6930770874023,82.6930770874023,82.6930770874023,86.8262100219727,62.3782043457031,73.2782592773438,69.3788070678711,69.3788070678711,83.5887908935547,102.624122619629,83.4789581298828,91.935432434082,101.915420532227,126.579177856445,110.78434753418,120.634773254395,124.038124084473,126.085975646973,126.085975646973,126.085975646973,125.655250549316,126.464508056641,124.038124084473,124.038124084473,125.854354858398,124.038124084473,124.038124084473,124.038124084473,115.776542663574,124.038124084473,69.3788070678711
X273.5,126.885070800781,76.6526107788086,69.811897277832,63.7282752990723,84.4589767456055,84.4589767456055,84.4589767456055,89.2432098388672,63.7282752990723,74.5029678344727,70.8780288696289,70.8780288696289,85.1519775390625,106.887603759766,84.5451965332031,92.6859817504883,103.430702209473,132.752258300781,114.018966674805,125.17440032959,136.390350341797,132.802551269531,132.802551269531,132.802551269531,133.489929199219,135.505798339844,136.390350341797,136.390350341797,136.792785644531,136.390350341797,136.390350341797,136.390350341797,126.885070800781,136.390350341797,70.8780288696289
X274.5,132.126892089844,78.3477249145508,71.9272003173828,65.9442749023438,85.7008590698242,85.7008590698242,85.7008590698242,89.9171447753906,65.9442749023438,75.9386901855469,71.9602508544922,71.9602508544922,84.4545822143555,106.62939453125,84.7434158325195,91.7297821044922,102.32447052002,132.854629516602,112.598182678223,124.243186950684,140.343109130859,133.846817016602,133.846817016602,133.846817016602,136.538833618164,139.165634155273,140.343109130859,140.343109130859,140.280685424805,140.343109130859,140.343109130859,140.343109130859,132.126892089844,140.343109130859,71.9602508544922
X275.5,137.204666137695,79.7401123046875,73.0675354003906,66.5182876586914,87.42431640625,87.42431640625,87.42431640625,91.3498001098633,66.5182876586914,78.1063613891602,73.4080963134766,73.4080963134766,87.106315612793,107.501182556152,88.2368240356445,94.2861022949219,104.859672546387,136.126892089844,114.210151672363,125.378379821777,146.727020263672,139.464477539062,139.464477539062,139.464477539062,143.819076538086,147.216262817383,146.727020263672,146.727020263672,148.401321411133,146.727020263672,146.727020263672,146.727020263672,137.204666137695,146.727020263672,73.4080963134766
X276.5,128.584548950195,77.2648086547852,71.4758224487305,65.0369262695312,84.5829696655273,84.5829696655273,84.5829696655273,87.2234725952148,65.0369262695312,75.7714996337891,70.5152587890625,70.5152587890625,83.4247131347656,101.082870483398,84.8722686767578,90.3555374145508,100.096336364746,131.195129394531,108.786880493164,119.791351318359,138.68244934082,134.432373046875,134.432373046875,134.432373046875,137.858062744141,141.39875793457,138.68244934082,138.68244934082,141.511993408203,138.68244934082,138.68244934082,138.68244934082,128.584548950195,138.68244934082,70.5152587890625
X277.5,102.019035339355,62.1157913208008,57.3819236755371,52.3224182128906,67.9901962280273,67.9901962280273,67.9901962280273,71.0353698730469,52.3224182128906,60.895679473877,56.886058807373,56.886058807373,68.2156982421875,83.9811935424805,68.7580108642578,73.8351593017578,83.0543823242188,108.848815917969,89.9835968017578,100.541793823242,110.044876098633,110.589309692383,110.589309692383,110.589309692383,112.170913696289,114.773010253906,110.044876098633,110.044876098633,111.965042114258,110.044876098633,110.044876098633,110.044876098633,102.019035339355,110.044876098633,56.886058807373
X278.5,98.8656463623047,59.8463020324707,54.4348945617676,49.9936676025391,65.3037948608398,65.3037948608398,65.3037948608398,68.9119415283203,49.9936676025391,57.7471733093262,54.144287109375,54.144287109375,65.9215469360352,83.7479858398438,66.3592071533203,71.6384735107422,82.8481826782227,107.001251220703,88.9690093994141,100.133850097656,104.820236206055,107.883338928223,107.883338928223,107.883338928223,107.422050476074,108.561302185059,104.820236206055,104.820236206055,106.784858703613,104.820236206055,104.820236206055,104.820236206055,98.8656463623047,104.820236206055,54.144287109375
X279.5,81.1936187744141,52.4059295654297,47.2383460998535,43.4059066772461,57.1125564575195,57.1125564575195,57.1125564575195,60.331226348877,43.4059066772461,50.1464309692383,46.9514503479004,46.9514503479004,57.539379119873,72.5669021606445,57.7499771118164,62.4154777526855,72.2776031494141,89.0293884277344,75.9980010986328,84.4341201782227,86.3299713134766,88.8738555908203,88.8738555908203,88.8738555908203,87.5074462890625,87.2489852905273,86.3299713134766,86.3299713134766,85.8431091308594,86.3299713134766,86.3299713134766,86.3299713134766,81.1936187744141,86.3299713134766,46.9514503479004
X280.5,77.595703125,51.9044723510742,45.9304351806641,41.360652923584,57.1801109313965,57.1801109313965,57.1801109313965,60.266845703125,41.360652923584,49.0917434692383,46.0312614440918,46.0312614440918,58.0000190734863,72.4700241088867,58.1471900939941,63.8842658996582,73.8064575195312,88.6625137329102,77.3843307495117,85.2127075195312,83.291748046875,87.2972640991211,87.2972640991211,87.2972640991211,84.9079437255859,84.0073776245117,83.291748046875,83.291748046875,82.1954956054688,83.291748046875,83.291748046875,83.291748046875,77.595703125,83.291748046875,46.0312614440918
X281.5,76.0403060913086,52.0951538085938,46.0151100158691,40.9545135498047,57.5750617980957,57.5750617980957,57.5750617980957,60.1467208862305,40.9545135498047,49.7245025634766,46.0404624938965,46.0404624938965,58.3096618652344,72.5561752319336,59.1746826171875,64.7132263183594,75.2463302612305,88.4703826904297,77.4665222167969,85.1269836425781,81.7740325927734,86.974983215332,86.974983215332,86.974983215332,84.4137954711914,83.4929885864258,81.7740325927734,81.7740325927734,81.3891448974609,81.7740325927734,81.7740325927734,81.7740325927734,76.0403060913086,81.7740325927734,46.0404624938965
X282.5,86.7022094726562,61.5437355041504,54.2903938293457,48.0530319213867,68.086799621582,68.086799621582,68.086799621582,70.724967956543,48.0530319213867,58.6620216369629,54.7175827026367,54.7175827026367,68.880989074707,83.4839248657227,69.925895690918,76.5530776977539,86.8024978637695,102.604072570801,90.1639938354492,98.9179916381836,93.6553115844727,100.970901489258,100.970901489258,100.970901489258,98.3100433349609,97.5072937011719,93.6553115844727,93.6553115844727,94.3417282104492,93.6553115844727,93.6553115844727,93.6553115844727,86.7022094726562,93.6553115844727,54.7175827026367
X283.5,95.4810562133789,69.2977905273438,60.7503089904785,53.6585960388184,77.2377014160156,77.2377014160156,77.2377014160156,80.8304977416992,53.6585960388184,65.5909194946289,61.7396430969238,61.7396430969238,78.3054046630859,95.0690689086914,78.589958190918,87.2827682495117,98.2499237060547,114.758239746094,102.595176696777,111.27808380127,104.195709228516,113.147247314453,113.147247314453,113.147247314453,110.820846557617,110.577278137207,104.195709228516,104.195709228516,106.883499145508,104.195709228516,104.195709228516,104.195709228516,95.4810562133789,104.195709228516,61.7396430969238
X284.5,101.415863037109,68.9864807128906,61.3601531982422,55.1401634216309,76.7716827392578,76.7716827392578,76.7716827392578,81.0800476074219,55.1401634216309,65.3798294067383,62.458927154541,62.458927154541,78.1809463500977,95.3410720825195,77.0089950561523,86.4708862304688,97.0967407226562,116.363098144531,102.931625366211,111.931007385254,109.447395324707,115.167907714844,115.167907714844,115.167907714844,113.812744140625,114.37931060791,109.447395324707,109.447395324707,110.832000732422,109.447395324707,109.447395324707,109.447395324707,101.415863037109,109.447395324707,62.458927154541
X285.5,112.54320526123,68.6458282470703,60.7234954833984,54.7071113586426,77.4491806030273,77.4491806030273,77.4491806030273,83.1433258056641,54.7071113586426,65.1557159423828,63.3822402954102,63.3822402954102,81.5746231079102,100.065299987793,77.5275039672852,89.9559783935547,101.249977111816,126.144798278809,111.131378173828,120.815238952637,120.704536437988,125.153137207031,125.153137207031,125.153137207031,123.914596557617,124.080299377441,120.704536437988,120.704536437988,123.263816833496,120.704536437988,120.704536437988,120.704536437988,112.54320526123,120.704536437988,63.3822402954102
X286.5,115.92610168457,67.3236236572266,60.1806716918945,54.0510711669922,75.3109664916992,75.3109664916992,75.3109664916992,80.7417678833008,54.0510711669922,64.5342712402344,61.9756889343262,61.9756889343262,77.6395416259766,98.8947982788086,75.2364120483398,84.8394088745117,95.4186401367188,127.292572021484,109.49845123291,119.89372253418,126.307281494141,127.369506835938,127.369506835938,127.369506835938,127.556800842285,129.487014770508,126.307281494141,126.307281494141,128.602615356445,126.307281494141,126.307281494141,126.307281494141,115.92610168457,126.307281494141,61.9756889343262
X287.5,129.363342285156,70.7819519042969,63.9387741088867,57.6721000671387,78.7848052978516,78.7848052978516,78.7848052978516,84.0394897460938,57.6721000671387,67.4159698486328,64.4618606567383,64.4618606567383,79.779670715332,102.929672241211,77.0206680297852,86.4302444458008,99.0095901489258,135.065628051758,112.791053771973,126.095947265625,139.112869262695,135.901901245117,135.901901245117,135.901901245117,138.672561645508,141.659790039062,139.112869262695,139.112869262695,141.445541381836,139.112869262695,139.112869262695,139.112869262695,129.363342285156,139.112869262695,64.4618606567383
X288.5,131.565444946289,70.7105178833008,63.6371841430664,56.7876510620117,78.7410049438477,78.7410049438477,78.7410049438477,83.6343383789062,56.7876510620117,67.9600067138672,64.0074615478516,64.0074615478516,78.9273834228516,100.688705444336,78.3591537475586,86.2136688232422,97.3502960205078,131.763641357422,108.616882324219,120.787628173828,141.524108886719,134.891326904297,134.891326904297,134.891326904297,139.459564208984,143.270858764648,141.524108886719,141.524108886719,142.966567993164,141.524108886719,141.524108886719,141.524108886719,131.565444946289,141.524108886719,64.0074615478516
X289.5,117.520179748535,61.8873138427734,55.7567291259766,49.2263946533203,69.4258422851562,69.4258422851562,69.4258422851562,73.233528137207,49.2263946533203,59.3274154663086,55.3433227539062,55.3433227539062,71.0123977661133,88.591926574707,69.027473449707,76.8708190917969,88.851432800293,121.622817993164,97.461067199707,109.779098510742,127.557418823242,124.953598022461,124.953598022461,124.953598022461,128.861831665039,132.645050048828,127.557418823242,127.557418823242,129.930755615234,127.557418823242,127.557418823242,127.557418823242,117.520179748535,127.557418823242,55.3433227539062
X290.5,112.907096862793,66.0110015869141,60.478946685791,54.4047317504883,73.0093612670898,73.0093612670898,73.0093612670898,76.2527160644531,54.4047317504883,64.3003997802734,59.7601203918457,59.7601203918457,73.2134170532227,91.1414260864258,73.2798156738281,79.4765853881836,89.9844436645508,122.369735717773,99.7434158325195,112.191757202148,122.650344848633,124.534759521484,124.534759521484,124.534759521484,126.913055419922,130.357315063477,122.650344848633,122.650344848633,126.418212890625,122.650344848633,122.650344848633,122.650344848633,112.907096862793,122.650344848633,59.7601203918457
X291.5,97.1951293945312,58.2241096496582,53.0141067504883,48.1990127563477,63.9216156005859,63.9216156005859,63.9216156005859,67.1953964233398,48.1990127563477,56.3955268859863,52.5352821350098,52.5352821350098,64.0295028686523,81.1883697509766,64.7412872314453,69.7801208496094,80.4417266845703,104.754577636719,86.3322525024414,97.0877685546875,104.23291015625,106.336845397949,106.336845397949,106.336845397949,107.214340209961,109.128044128418,104.23291015625,104.23291015625,106.564735412598,104.23291015625,104.23291015625,104.23291015625,97.1951293945312,104.23291015625,52.5352821350098
X292.5,87.7993316650391,52.2693252563477,46.7697410583496,42.6037445068359,57.4077033996582,57.4077033996582,57.4077033996582,60.8985404968262,42.6037445068359,49.8299217224121,46.2744255065918,46.2744255065918,57.4184837341309,74.3932647705078,58.1352157592773,62.9452934265137,73.9807510375977,93.4655990600586,78.6076126098633,87.9188613891602,93.0206146240234,94.1003875732422,94.1003875732422,94.1003875732422,93.3334426879883,93.5620193481445,93.0206146240234,93.0206146240234,92.2387008666992,93.0206146240234,93.0206146240234,93.0206146240234,87.7993316650391,93.0206146240234,46.2744255065918
X293.5,81.1728668212891,50.2505493164062,44.6987495422363,40.4482078552246,55.0197067260742,55.0197067260742,55.0197067260742,57.994384765625,40.4482078552246,47.7370948791504,44.1095657348633,44.1095657348633,54.9657173156738,70.3615646362305,55.6453323364258,60.2459983825684,70.7732315063477,86.3931579589844,73.8222808837891,81.9083251953125,86.1602554321289,86.2874145507812,86.2874145507812,86.2874145507812,85.3291168212891,84.7349624633789,86.1602554321289,86.1602554321289,84.2740325927734,86.1602554321289,86.1602554321289,86.1602554321289,81.1728668212891,86.1602554321289,44.1095657348633
X294.5,82.1508560180664,51.7852630615234,45.2512702941895,39.8894996643066,57.4813575744629,57.4813575744629,57.4813575744629,60.2010078430176,39.8894996643066,49.0300140380859,45.0700492858887,45.0700492858887,57.8830947875977,73.7068023681641,58.9787368774414,64.6738433837891,76.4832153320312,91.5289688110352,78.9566802978516,87.0708847045898,88.1077346801758,91.0372467041016,91.0372467041016,91.0372467041016,89.6040496826172,88.700553894043,88.1077346801758,88.1077346801758,86.9132690429688,88.1077346801758,88.1077346801758,88.1077346801758,82.1508560180664,88.1077346801758,45.0700492858887
X295.5,87.6979064941406,58.9057159423828,52.1102561950684,46.0822601318359,65.1090621948242,65.1090621948242,65.1090621948242,67.5666885375977,46.0822601318359,56.3631401062012,52.0837669372559,52.0837669372559,65.3409423828125,80.3786239624023,66.9191665649414,72.7798461914062,83.3339157104492,98.5886535644531,86.9575729370117,94.8213653564453,93.5858917236328,97.5465927124023,97.5465927124023,97.5465927124023,95.5774612426758,94.9282684326172,93.5858917236328,93.5858917236328,93.0341644287109,93.5858917236328,93.5858917236328,93.5858917236328,87.6979064941406,93.5858917236328,52.0837669372559
X296.5,89.0332336425781,65.9960784912109,57.7639541625977,50.6538391113281,72.9880065917969,72.9880065917969,72.9880065917969,75.5482406616211,50.6538391113281,62.6679878234863,57.8440971374512,57.8440971374512,72.9501571655273,88.6073608398438,74.7247314453125,81.591423034668,92.5345001220703,107.852409362793,96.5556182861328,105.013870239258,97.7104797363281,106.088623046875,106.088623046875,106.088623046875,103.589317321777,103.18514251709,97.7104797363281,97.7104797363281,99.0366744995117,97.7104797363281,97.7104797363281,97.7104797363281,89.0332336425781,97.7104797363281,57.8440971374512
X297.5,102.931198120117,67.2332458496094,59.0814819335938,52.4013938903809,75.3988418579102,75.3988418579102,75.3988418579102,79.9171905517578,52.4013938903809,63.1836433410645,59.9526672363281,59.9526672363281,76.7320709228516,96.0542907714844,75.4579086303711,85.4292907714844,97.5949935913086,119.39183807373,105.010398864746,114.83325958252,111.644462585449,117.893447875977,117.893447875977,117.893447875977,116.330513000488,116.941276550293,111.644462585449,111.644462585449,112.588539123535,111.644462585449,111.644462585449,111.644462585449,102.931198120117,111.644462585449,59.9526672363281
X298.5,112.220268249512,71.5353851318359,64.1600570678711,58.255989074707,79.4908142089844,79.4908142089844,79.4908142089844,84.0091094970703,58.255989074707,68.876106262207,65.6545486450195,65.6545486450195,81.1577453613281,99.9907836914062,79.9451599121094,89.6579360961914,100.343193054199,123.155380249023,109.325309753418,118.305587768555,120.146354675293,122.471298217773,122.471298217773,122.471298217773,121.919387817383,122.412940979004,120.146354675293,120.146354675293,121.338912963867,120.146354675293,120.146354675293,120.146354675293,112.220268249512,120.146354675293,65.6545486450195
X299.5,121.130874633789,71.7285690307617,64.462646484375,58.2254829406738,79.9551239013672,79.9551239013672,79.9551239013672,85.0762405395508,58.2254829406738,69.1862716674805,66.1509628295898,66.1509628295898,81.950553894043,102.961791992188,80.2596893310547,89.6719665527344,100.329605102539,130.926513671875,113.429893493652,123.577758789062,130.555023193359,131.264373779297,131.264373779297,131.264373779297,131.613754272461,133.314865112305,130.555023193359,130.555023193359,132.172058105469,130.555023193359,130.555023193359,130.555023193359,121.130874633789,130.555023193359,66.1509628295898
