,CHORRILLOS,ACOBAMBA,MINA COLQUI,PUCRO,TINGO,SHEQUE,LA QUISHA,CARAMPOMA,MILLOC,LA PIRHUA,BELLAVISTA,CASAPALCA,RIO BLANCO,AUTISHA,SAN JOSE DE PARAC,TAMBORAQUE,MATUCANA,SANTA EULALIA,CANCHACALLA,CHAUTE,LIMATAMBO,CHOSICA,CHOSICA,LA CANTUTA, ANA,SANTA CLARA,RIMAC,SAN MARCOS,VON HUMBOLDT,CAMPO DE MARTE,MODELO CAMPO DE MARTE,HIPOLITO UNANUE,LAS PALMAS,LINCE,TICLIO
X280.5,24.32350730896,17.1041107177734,15.5906076431274,14.0867261886597,18.3804264068604,18.3804264068604,18.3804264068604,18.6026706695557,14.0867261886597,16.4121532440186,15.8340635299683,15.8340635299683,18.7060489654541,21.7353134155273,19.1337089538574,19.8528861999512,22.2751083374023,27.046085357666,22.4248237609863,25.9697418212891,26.1996269226074,27.112476348877,27.112476348877,27.112476348877,27.6169548034668,28.5274124145508,26.1996269226074,26.1996269226074,27.9242725372314,26.1996269226074,26.1996269226074,26.1996269226074,24.32350730896,26.1996269226074,15.8340635299683
X281.5,18.188289642334,16.4152412414551,14.6680040359497,12.9262418746948,17.8727893829346,17.8727893829346,17.8727893829346,17.7254829406738,12.9262418746948,16.2212810516357,15.0261583328247,15.0261583328247,18.2950954437256,20.1157531738281,19.1456127166748,19.8095226287842,21.8653812408447,23.0980777740479,21.3527050018311,23.406946182251,19.7911014556885,22.3502159118652,22.3502159118652,22.3502159118652,21.8803558349609,22.0041427612305,19.7911014556885,19.7911014556885,20.6899852752686,19.7911014556885,19.7911014556885,19.7911014556885,18.188289642334,19.7911014556885,15.0261583328247
X282.5,20.2629814147949,16.6972675323486,14.8101625442505,12.9741106033325,17.7394924163818,17.7394924163818,17.7394924163818,17.7909736633301,12.9741106033325,15.7270765304565,14.7114810943604,14.7114810943604,18.0294132232666,20.3151054382324,18.6710395812988,19.675500869751,22.0965309143066,23.8773517608643,21.4052181243896,23.7960262298584,21.7125606536865,23.1394519805908,23.1394519805908,23.1394519805908,22.5387191772461,22.2792282104492,21.7125606536865,21.7125606536865,21.9434146881104,21.7125606536865,21.7125606536865,21.7125606536865,20.2629814147949,21.7125606536865,14.7114810943604
X283.5,19.3682498931885,16.6165027618408,14.7613105773926,12.8626499176025,17.8715553283691,17.8715553283691,17.8715553283691,17.8409900665283,12.8626499176025,15.8533601760864,14.7059679031372,14.7059679031372,18.203218460083,20.0982856750488,18.7634334564209,19.9140129089355,21.8788928985596,23.0672130584717,21.3559608459473,23.1941299438477,20.4540042877197,22.3956489562988,22.3956489562988,22.3956489562988,21.7352333068848,21.5874099731445,20.4540042877197,20.4540042877197,20.8267192840576,20.4540042877197,20.4540042877197,20.4540042877197,19.3682498931885,20.4540042877197,14.7059679031372
X284.5,17.0113506317139,16.1834926605225,13.8646898269653,11.6765785217285,17.4034061431885,17.4034061431885,17.4034061431885,17.7522583007812,11.6765785217285,14.4185056686401,13.2590827941895,13.2590827941895,17.0953750610352,20.5241527557373,17.4466457366943,19.2160053253174,21.8117046356201,23.5411491394043,21.1674251556396,23.3078804016113,19.5561122894287,23.1302089691162,23.1302089691162,23.1302089691162,22.5563316345215,22.5579776763916,19.5561122894287,19.5561122894287,20.6928520202637,19.5561122894287,19.5561122894287,19.5561122894287,17.0113506317139,19.5561122894287,13.2590827941895
X285.5,18.7783184051514,16.5388050079346,14.3517560958862,12.396430015564,17.9163818359375,17.9163818359375,17.9163818359375,18.6762809753418,12.396430015564,14.8118028640747,13.9475765228271,13.9475765228271,17.6320838928223,21.3988265991211,17.5253715515137,19.7731781005859,21.9725608825684,24.1286754608154,21.8396244049072,23.8103942871094,20.6229248046875,23.893575668335,23.893575668335,23.893575668335,23.7046184539795,24.0270919799805,20.6229248046875,20.6229248046875,22.2074813842773,20.6229248046875,20.6229248046875,20.6229248046875,18.7783184051514,20.6229248046875,13.9475765228271
X286.5,19.9623775482178,16.1184692382812,14.3553800582886,12.8586187362671,17.4257259368896,17.4257259368896,17.4257259368896,18.4447021484375,12.8586187362671,14.7242631912231,14.2338399887085,14.2338399887085,17.3985996246338,21.2951889038086,16.8285827636719,19.3606052398682,21.3944282531738,24.6618633270264,22.1492881774902,24.2008953094482,22.1312065124512,24.3567733764648,24.3567733764648,24.3567733764648,24.382116317749,24.9046688079834,22.1312065124512,22.1312065124512,23.5702438354492,22.1312065124512,22.1312065124512,22.1312065124512,19.9623775482178,22.1312065124512,14.2338399887085
X287.5,21.5719699859619,14.3819580078125,12.5171537399292,11.0149259567261,15.8902454376221,15.8902454376221,15.8902454376221,17.3224277496338,11.0149259567261,13.0686492919922,12.6400709152222,12.6400709152222,15.9699668884277,20.8475513458252,15.1563930511475,17.6053161621094,19.316125869751,24.981782913208,21.6454963684082,24.0198173522949,24.0177764892578,24.8269081115723,24.8269081115723,24.8269081115723,25.2678298950195,26.0686664581299,24.0177764892578,24.0177764892578,25.0307960510254,24.0177764892578,24.0177764892578,24.0177764892578,21.5719699859619,24.0177764892578,12.6400709152222
X288.5,23.0506591796875,13.2455806732178,11.6851625442505,9.96737098693848,14.7114295959473,14.7114295959473,14.7114295959473,15.7236976623535,9.96737098693848,12.1367321014404,11.2217063903809,11.2217063903809,13.9300298690796,19.440767288208,13.7404632568359,15.6715888977051,17.3715839385986,24.768871307373,20.4707736968994,23.4092292785645,25.5750293731689,24.9660491943359,24.9660491943359,24.9660491943359,25.9831867218018,27.1537532806396,25.5750293731689,25.5750293731689,26.6019916534424,25.5750293731689,25.5750293731689,25.5750293731689,23.0506591796875,25.5750293731689,11.2217063903809
X289.5,23.6472129821777,13.530779838562,12.1221523284912,10.4114475250244,15.106463432312,15.106463432312,15.106463432312,15.8666496276855,10.4114475250244,12.6931934356689,11.668830871582,11.668830871582,14.4837913513184,19.1197490692139,14.5395708084106,16.0892162322998,17.7819595336914,24.8927230834961,19.9993762969971,22.8199100494385,26.2704391479492,25.4864521026611,25.4864521026611,25.4864521026611,26.8050670623779,28.2098865509033,26.2704391479492,26.2704391479492,27.461727142334,26.2704391479492,26.2704391479492,26.2704391479492,23.6472129821777,26.2704391479492,11.668830871582
