,MILLOC,LA PIRHUA,TAMBORAQUE,BELLAVISTA,RIO BLANCO,SAN JOSE DE PARAC,CASAPALCA,TICLIO
1/08/2001,2.899563789,2.037625313,0.957770407,3.906793833,1.517023802,1.27614665,3.906793833,4.093798637
1/09/2001,91.97462463,45.4393425,13.61461926,59.3313179,34.44710159,13.85683346,59.3313179,53.11474609
1/10/2001,43.12217712,36.00227356,14.42414761,47.29076767,33.5920372,21.90973854,47.29076767,89.19816589
1/11/2001,123.8086929,112.8547363,65.35045624,117.9092941,118.6145477,103.915741,117.9092941,107.6068497
1/12/2001,85.06996155,49.95793533,25.60648155,65.30502319,53.22128296,25.59746361,65.30502319,93.0969696
1/01/2002,87.13577271,82.79244995,54.55018997,75.50486755,85.42324066,85.38948822,75.50486755,61.73658752
1/02/2002,148.9592438,151.8755035,111.8538361,145.7246246,135.039566,137.2845459,145.7246246,165.8492889
1/03/2002,178.4313049,148.134964,101.3081741,141.438324,101.4727173,112.5422211,141.438324,174.3309326
1/04/2002,89.59644318,63.73481369,38.88709641,82.02601624,38.95037842,45.85726166,82.02601624,89.80352783
1/05/2002,25.11558342,12.69800568,4.701764107,18.4133625,9.518539429,11.27315521,18.4133625,27.76970673
1/06/2002,9.175222397,4.432774067,0.984647751,8.225429535,3.900658131,2.2234869,8.225429535,9.650281906
1/07/2002,16.13837814,4.805212021,0.855300605,12.37853813,2.021818399,1.142857194,12.37853813,26.45890427
1/08/2002,14.10839081,4.713840961,0.841789961,6.668684006,1.215057135,0.763063669,6.668684006,8.087209702
1/09/2002,55.63508987,32.3200798,13.43278122,42.31784058,25.93375206,15.01037407,42.31784058,52.25801086
1/10/2002,106.7576218,76.53191376,28.49280739,94.7980423,54.08657837,42.45712662,94.7980423,114.8262405
1/11/2002,131.1682129,100.2472916,47.98597336,105.0506592,83.3789978,61.75326157,105.0506592,121.2848816
1/12/2002,127.1118469,81.63742065,56.30293655,100.1065674,82.95664215,73.06956482,100.1065674,111.5233459
1/01/2003,139.1947174,122.2852783,72.39969635,121.8526917,100.2195053,110.7486191,121.8526917,86.71941376
1/02/2003,131.7193298,121.3007736,78.50170135,124.2546158,107.2031937,102.2189102,124.2546158,130.2610321
1/03/2003,169.8441162,157.3523254,121.2851105,165.6356354,127.7910919,136.6194611,165.6356354,157.2034149
1/04/2003,62.45982361,44.00566864,28.22704506,56.5418129,35.318573,32.42276382,56.5418129,69.67938232
1/05/2003,7.17610693,4.629249573,1.487111807,8.025838852,3.11019659,2.372364998,8.025838852,11.11817551
1/06/2003,0.54334569,0.506419778,0.220932767,1.27273798,0.730199933,0.203193024,1.27273798,2.68082428
1/07/2003,7.536279678,2.401524305,0.470669001,4.355249882,0.788073719,0.460778326,4.355249882,6.38365984
1/08/2003,3.020576,1.27718854,0.362970471,1.25721252,0.513875186,0.609281182,1.25721252,3.712363958
1/09/2003,5.640120029,6.391789913,4.572710991,8.990140915,7.971500874,2.398649693,8.990140915,10.38493729
1/10/2003,37.53104401,23.47697449,8.062877655,33.66768646,21.66221428,16.32463455,33.66768646,45.68029404
1/11/2003,30.18433189,22.10661697,11.16359234,24.95246506,24.16395378,10.42338085,24.95246506,37.45198441
1/12/2003,159.5318298,123.9369049,94.10140991,160.5468445,125.3382568,141.2057343,160.5468445,153.9105225
1/01/2004,19.44800758,29.19178963,30.10627365,34.14561462,38.63393021,37.48140717,34.14561462,27.46967697
1/02/2004,133.9187164,145.8516388,108.8516006,133.5515442,130.6166382,147.0327606,133.5515442,142.6128235
1/03/2004,90.55542755,84.92044067,77.01287079,83.53751373,74.34696198,90.83255768,83.53751373,85.10503387
1/04/2004,51.77585983,41.3092041,30.96484375,48.33499908,29.47838593,38.90420914,48.33499908,48.84798813
1/05/2004,8.395500183,4.671537399,1.802284598,7.749500275,3.797408581,3.366652966,7.749500275,12.33406162
1/06/2004,12.62185764,7.105225563,2.351034403,16.25626755,6.359072208,4.434876442,16.25626755,21.32973099
1/07/2004,7.815351486,2.750600576,0.589287341,7.809856415,1.732355237,1.153795004,7.809856415,14.74174213
1/08/2004,9.388809204,4.670446396,1.142188311,10.05736065,2.339600801,2.070687294,10.05736065,10.23944378
1/09/2004,56.12404251,31.84630775,11.23595333,41.51344299,24.89749718,11.24422359,41.51344299,50.80257416
1/10/2004,103.4417419,66.98729706,22.28423309,88.48023987,56.43751144,36.7122612,88.48023987,127.7498093
1/11/2004,109.5528488,79.56983185,37.46657562,94.03874969,88.20381927,61.93499756,94.03874969,105.0555573
1/12/2004,181.3809662,130.3061676,89.22730255,164.666275,124.4249115,131.9414063,164.666275,154.7631378
1/01/2005,99.16117859,110.401329,82.59200287,105.9536667,85.00411987,94.81239319,105.9536667,68.63397217
1/02/2005,68.37624359,79.76228333,62.74552155,78.19045258,81.28016663,77.40705872,78.19045258,92.45478058
1/03/2005,109.4465332,113.9042435,93.84081268,122.3188477,107.5953674,129.8692474,122.3188477,109.1523361
1/04/2005,28.13532448,25.30932999,19.7908783,35.67072678,22.14366722,21.24892235,35.67072678,38.63894653
1/05/2005,5.907645226,3.731708765,1.530183315,5.140623569,2.527207136,1.740001917,5.140623569,8.576475143
1/06/2005,0.264305681,0.22625111,0.126744509,0.28849867,0.402428627,0.100257792,0.28849867,0.910164893
1/07/2005,0.188653544,0,0,0.085160561,0.033704076,0.136015475,0.085160561,1.427390456
1/08/2005,3.525982141,1.972219825,0.646219254,4.299830437,1.231580973,0.872096181,4.299830437,4.458104134
1/09/2005,14.6998167,10.27988052,5.214912891,14.94499397,9.540739059,2.414908886,14.94499397,15.43507481
1/10/2005,23.47997284,19.46751785,7.278215885,27.94394875,17.65046883,6.482793808,27.94394875,55.88443375
1/11/2005,44.97372437,30.67421341,12.40382671,30.06118965,26.9354763,9.188961983,30.06118965,40.08633041
1/12/2005,149.9028015,109.0871048,74.5490036,137.118042,105.4340668,101.484436,137.118042,124.4520111
1/01/2006,157.2314148,144.3835449,99.90284729,111.8908081,110.9581299,150.800827,111.8908081,90.39450836
1/02/2006,121.2161255,138.2572327,112.934433,102.0187531,114.8928375,117.9866867,102.0187531,113.025177
1/03/2006,180.8585052,161.4324188,129.9421844,151.5124359,124.5414124,179.7614594,151.5124359,146.1012268
1/04/2006,90.3431015,70.05476379,48.74880219,77.96044922,45.57940674,62.01150513,77.96044922,72.80988312
1/05/2006,5.993518829,3.165750265,0.988485098,4.704120159,1.838727117,1.27293539,4.704120159,5.236741066
1/06/2006,1.472210765,1.889573097,1.09913373,6.849230766,4.136903286,2.613700628,6.849230766,10.77901649
1/07/2006,0.328366011,0,0,0.23220858,0.118338548,0.22270152,0.23220858,2.192616224
1/08/2006,10.30243683,4.91797924,1.172488093,11.94714451,2.849453926,2.654924631,11.94714451,11.85114384
1/09/2006,32.21746826,23.17631912,9.847928047,28.67787743,19.33510399,7.63123703,28.67787743,31.33708191
1/10/2006,67.64543152,40.72604752,13.55239964,39.53897095,32.7986145,20.64036179,39.53897095,71.23874664
1/11/2006,88.66664886,68.36544037,38.49662781,67.37992859,76.32928467,55.28934479,67.37992859,73.16408539
1/12/2006,155.2129517,113.1712646,85.9264679,118.1196213,109.1498413,122.9599457,118.1196213,128.0945282
1/01/2007,141.7935028,136.4780426,93.4336853,124.3287888,98.00359344,118.7151413,124.3287888,98.35115814
1/02/2007,111.9183044,119.807785,88.77755737,107.4001617,111.7281036,111.832901,107.4001617,110.4765396
1/03/2007,219.7323456,187.5191803,138.7905884,163.6562195,124.5445938,178.7559662,163.6562195,171.1947784
1/04/2007,95.42674255,63.86872864,37.99974823,67.55175018,37.48774338,46.5256958,67.55175018,72.44045258
1/05/2007,32.55671692,17.68661118,4.445396423,35.88460159,5.522998333,0.93000263,35.88460159,17.40464783
1/06/2007,0.154905438,0.16378659,0.156223431,0.190471262,0.399131328,0.156296253,0.190471262,0.657403708
1/07/2007,0.372276068,0,0,0.196008965,0.062676474,0.160380632,0.196008965,2.283057928
1/08/2007,0.279721588,0.192594513,0.310563177,0.825010896,1.073193789,1.549913406,0.825010896,1.401508451
1/09/2007,32.23871231,14.54684448,6.786300659,7.086228371,8.702898026,3.216607809,7.086228371,12.86843395
1/10/2007,81.93515015,57.26260757,20.27273941,75.66816711,51.87066269,36.36975098,75.66816711,108.7450027
1/11/2007,58.24718857,40.1546936,16.25427628,47.0320816,41.67032242,17.82712173,47.0320816,60.06002045
1/12/2007,88.31877899,69.51411438,55.02382278,73.90200806,73.58647919,58.15152359,73.90200806,86.95580292
1/01/2008,191.7292328,180.2363739,114.7421494,156.1487427,118.873024,147.427597,156.1487427,111.2983093
1/02/2008,204.0434875,174.9544983,119.9629288,131.8800964,134.2437286,172.3560944,131.8800964,153.1198578
1/03/2008,106.2223053,96.42366791,100.3154907,62.26624298,79.90266418,104.8945084,62.26624298,64.95743561
1/04/2008,55.72717667,33.16344833,21.44972038,34.10635757,24.01517868,25.92026901,34.10635757,40.81328201
1/05/2008,0.710603476,1.036208868,0.783407688,4.342885971,1.768053055,0.988266408,4.342885971,5.725172043
1/06/2008,0.467753023,1.05927062,1.203728795,1.564887762,1.489381194,0.327065468,1.564887762,4.75729847
1/07/2008,0.180612877,0,0,0.085414074,0.038771771,0.14757663,0.085414074,1.307176828
1/08/2008,13.86899853,5.485023499,1.904293537,4.755460262,3.485747814,3.824765682,4.755460262,7.30591011
1/09/2008,10.64481354,7.330510616,4.608447075,6.633098602,8.572328568,3.703034639,6.633098602,12.19893932
1/10/2008,63.09884644,38.584095,13.1591568,60.51626587,40.29084778,28.33393478,60.51626587,104.440918
1/11/2008,50.38399887,43.23190308,27.69435883,38.89046097,50.59479523,38.44419098,38.89046097,48.08618927
1/12/2008,118.6840515,87.60155487,63.43577576,116.188385,97.2092514,80.51091003,116.188385,115.8139954
1/01/2009,177.7848053,165.9297943,116.3614502,155.6651001,128.3866272,162.6168976,155.6651001,109.2662506
1/02/2009,198.5993195,189.5792389,131.2464447,155.7600403,148.5015869,168.5063477,155.7600403,161.6470337
1/03/2009,148.5563812,136.6154022,123.4248734,126.1334229,115.4832916,163.9516907,126.1334229,138.5600433
1/04/2009,111.8507767,70.36160278,42.11104965,89.29932404,50.07254028,56.6037178,89.29932404,88.17871857
1/05/2009,0.26647985,2.574939966,3.914417505,27.21976662,19.89821434,8.232592583,27.21976662,16.7651329
1/06/2009,0.394593716,0.237657547,0.060007822,0.370038599,0.435492963,0.154610649,0.370038599,2.340367556
1/07/2009,3.662247896,1.686348319,0.817507803,7.041092396,3.920436621,3.505871773,7.041092396,10.15155888
1/08/2009,19.96567917,8.793455124,3.441259861,9.341489792,6.798972607,5.199912071,9.341489792,16.42093468
1/09/2009,36.60437775,20.36826706,6.883972168,28.04183006,14.80428696,4.492259026,28.04183006,31.4936657
1/10/2009,123.1639633,93.88116455,38.28556824,92.26241302,82.32194519,73.33140564,92.26241302,119.3162155
1/11/2009,209.7530975,160.0664215,82.19566345,158.4038544,160.7014923,120.2570496,158.4038544,162.9991302
1/12/2009,172.7340088,112.1735382,72.37068176,148.816391,112.9611282,100.1773529,148.816391,158.9900055
1/01/2010,168.5466156,142.8141937,82.88063049,157.5260468,114.9561386,125.0882034,157.5260468,120.9711685
1/02/2010,139.7438049,126.4565964,86.9187088,106.0330353,111.7311859,126.3978653,106.0330353,130.6465454
1/03/2010,193.1501617,144.4151154,87.21276855,131.4090576,97.61322021,134.8894043,131.4090576,128.638092
1/04/2010,76.2253418,48.82432175,27.30122375,61.17034531,39.58545685,43.62773132,61.17034531,66.70446014
1/05/2010,3.893829584,2.844487906,1.140451074,5.567989826,3.94128871,3.928553581,5.567989826,7.867687225
1/06/2010,4.197447777,3.072556496,1.813547134,6.794942379,4.548857689,1.745473504,6.794942379,8.028407097
1/07/2010,0.728329539,0.198520079,0.035595272,0.894860208,0.185387641,0.151750401,0.894860208,1.98323667
1/08/2010,1.961357951,0.935977757,0.280195117,0.261245191,0.106226288,0.274830997,0.261245191,0.737005711
1/09/2010,34.14640045,20.66571808,10.06201172,17.58467674,28.54191208,17.01948738,17.58467674,22.84550285
1/10/2010,61.94657898,38.78544617,14.6418972,46.14481735,32.06238174,22.1512146,46.14481735,78.36386108
1/11/2010,85.01618958,55.96058273,29.1146431,51.47504807,63.9276123,46.80996323,51.47504807,61.33385849
1/12/2010,190.4118958,135.2234344,101.942627,129.2517548,138.0592804,133.7573853,129.2517548,135.7223358
1/01/2011,189.4837646,172.7262268,116.5064621,147.4866486,142.0181427,167.862854,147.4866486,123.9574661
1/02/2011,140.3927917,140.4078979,97.43873596,141.9847412,139.7852325,143.4510193,141.9847412,159.6694489
1/03/2011,166.2109833,149.784317,105.9284668,148.7032928,127.0460968,146.1016846,148.7032928,147.3020477
1/04/2011,95.46372986,80.88312531,63.19085312,101.4470215,62.63780594,73.84877777,101.4470215,95.68527985
1/05/2011,13.29425716,7.395718098,2.471387625,12.99918175,7.763662338,5.622986317,12.99918175,17.15936852
1/06/2011,0.194545746,0.359877676,0.268454671,1.043370843,0.696732283,0.156043425,1.043370843,1.158618569
1/07/2011,6.691178799,2.00449872,0.481846929,4.688495636,0.897847474,0.428105235,4.688495636,8.061118126
1/08/2011,15.27019691,7.824709892,2.631534815,11.47995567,3.795566797,1.657959104,11.47995567,10.04594326
1/09/2011,35.98524857,20.85835838,8.384246826,30.39077568,22.50127029,14.28196526,30.39077568,37.14977264
1/10/2011,32.71659851,24.00803947,7.36675787,39.6211319,30.21626854,18.92250443,39.6211319,56.69374847
1/11/2011,107.0224838,86.26512146,47.23392105,87.69499207,91.5224762,67.5681839,87.69499207,98.7419281
1/12/2011,190.4406128,141.0449677,105.1612854,179.6936646,160.4423828,149.0817413,179.6936646,177.3072357
1/01/2012,176.5926056,115.5404434,52.79472733,119.2641296,76.06254578,78.26557159,119.2641296,95.47732544
1/02/2012,214.2082825,205.3209991,131.7826385,223.2774353,184.8972931,175.475647,223.2774353,220.6292419
1/03/2012,180.6842499,147.0286255,107.1799393,129.679657,94.10581207,120.056778,129.679657,121.1168365
1/04/2012,120.399086,122.6614151,95.49332428,104.7468491,87.11433411,78.75501251,104.7468491,96.95349884
1/05/2012,26.8025856,10.36127472,2.264460325,7.289880276,3.301831961,2.719438791,7.289880276,12.73224449
1/06/2012,2.637092829,1.89340353,0.757737398,5.735247612,1.858906865,0.45495531,5.735247612,8.636311531
1/07/2012,0.085487232,0,0,0.703520954,0.969693542,1.698628068,0.703520954,1.882786393
1/08/2012,3.648727417,1.859556198,0.531378925,4.350286484,0.671842039,0.375947833,4.350286484,2.949294806
1/09/2012,70.07050323,44.88647079,15.28043461,65.02779388,33.91439056,19.1423645,65.02779388,73.66857147
1/10/2012,60.73833084,62.58249664,37.38066101,62.66395187,64.52986145,57.80323792,62.66395187,76.45701599
1/11/2012,99.9088974,79.91400909,41.3650856,85.54210663,81.50479889,54.10873795,85.54210663,84.91999054
1/12/2012,165.3791962,116.582489,78.23693085,140.1654358,115.6351852,93.68334961,140.1654358,153.8662872
1/01/2013,129.7393036,98.76254272,53.24735641,120.629364,81.43996429,79.92527008,120.629364,124.4383392
1/02/2013,206.6366425,207.2153168,130.9105835,265.2550659,180.480835,178.1304474,265.2550659,222.2097931
1/03/2013,152.3401947,145.9405518,112.4774246,175.1947174,127.6805496,156.6287384,175.1947174,148.508255
1/04/2013,39.33504486,27.76714134,20.76687622,34.93218613,22.97737312,21.66048813,34.93218613,36.12519073
1/05/2013,49.43718719,30.62487602,13.00428391,40.84540939,22.8093338,16.72576141,40.84540939,42.96950912
1/06/2013,7.219235897,4.077769279,1.197929263,16.15047264,3.614873171,1.082929254,16.15047264,14.93482876
1/07/2013,7.569638729,4.043702602,1.203511596,12.68958759,2.672712326,1.215702653,12.68958759,14.32518864
1/08/2013,22.35854149,11.18000412,4.101946354,16.19154739,8.819556236,6.285504341,16.19154739,23.20868683
1/09/2013,8.337656975,4.129989147,1.871112347,5.598430634,4.697887897,3.403615475,5.598430634,9.140379906
1/10/2013,72.95256042,57.07134247,22.24471283,73.77258301,48.2097702,35.26581955,73.77258301,107.6907578
1/11/2013,75.20072174,62.43592453,33.31204224,64.77545929,61.73806381,38.93486404,64.77545929,65.72517395
1/12/2013,158.0847321,109.4990692,73.81469727,136.1536713,96.3031311,71.73430634,136.1536713,135.3897095
1/01/2014,184.5811157,152.9584961,88.41899872,147.2801819,110.3496704,123.030014,147.2801819,115.3178253
1/02/2014,147.9445343,125.7084274,70.27160645,113.6417618,104.9049225,101.5288467,113.6417618,134.9579773
1/03/2014,205.8445435,163.1048737,112.0860138,181.1027222,128.1891479,167.4753876,181.1027222,182.2221222
1/04/2014,52.87975693,37.9345932,24.8688736,49.62813568,30.18296432,33.57608795,49.62813568,67.26660156
1/05/2014,19.4935627,10.01392174,2.394077063,18.14605522,4.68031311,4.457941055,18.14605522,33.37557602
1/06/2014,1.376245856,0.635708153,0.245868191,0.846998155,0.545273006,0.200803906,0.846998155,3.343646765
1/07/2014,17.11292458,6.628901482,1.682088494,15.15271473,4.874392509,2.552667141,15.15271473,20.64196587
1/08/2014,15.12661743,16.81596756,10.97994232,43.06011581,28.28304291,17.01268005,43.06011581,17.63981628
1/09/2014,64.32508087,34.56785202,11.66211605,45.85268021,26.00182533,12.08448029,45.85268021,61.54924774
1/10/2014,84.71580505,66.45082855,25.7113781,85.86050415,51.68323517,31.44739342,85.86050415,88.24111938
1/11/2014,73.84771729,58.5414505,31.98496437,56.72467041,56.68270493,40.08028793,56.72467041,55.6574707
1/12/2014,172.9189453,121.1974335,92.57956696,122.9815216,115.2591553,113.5065536,122.9815216,135.6578217
1/01/2015,180.0878296,159.3103027,93.04666138,155.2618256,113.3544998,124.8317184,155.2618256,139.743103
1/02/2015,124.989357,112.9154587,65.72402954,112.9481506,94.67275238,96.94721222,112.9481506,137.4060059
1/03/2015,115.1739044,113.5504761,103.8679886,130.1439819,101.3037491,143.4076996,130.1439819,132.7641907
1/04/2015,77.84210205,50.38579178,29.91568375,65.73508453,33.60264969,37.20867157,65.73508453,86.87024689
1/05/2015,23.52732658,17.26979065,5.097455978,39.31809235,13.24015427,5.6190238,39.31809235,38.79741287
1/06/2015,6.875439644,4.182238579,2.378459454,7.323474407,4.290602684,2.273000002,7.323474407,9.796387672
1/07/2015,4.079339981,1.84956491,0.323018312,5.897078037,0.74478662,0.165059984,5.897078037,6.44553709
1/08/2015,33.87774658,18.77973366,8.703820229,24.27260971,13.55021095,10.73764896,24.27260971,21.2785244
1/09/2015,43.9407959,27.18192291,10.23516083,33.36122131,20.34239578,9.144330025,33.36122131,35.99060059
1/10/2015,71.38729095,46.52368546,14.28972149,55.04280472,33.7383461,20.43797493,55.04280472,69.8321228
1/11/2015,89.97723389,70.61863708,37.97252274,69.43783569,63.310215,32.82773209,69.43783569,92.00226593
1/12/2015,131.938324,88.90707397,54.11175156,124.1466675,85.03830719,68.98227692,124.1466675,132.5849457
1/01/2016,64.77915955,52.09807968,25.09613419,66.04486084,35.88971329,33.17991257,66.04486084,55.39608002
1/02/2016,212.9026794,189.7235565,110.2788162,174.1431122,151.3550873,154.5258026,174.1431122,205.0113831
1/03/2016,129.9829102,106.4698944,75.68804932,98.27298737,83.64176178,108.9389038,98.27298737,102.4069214
1/04/2016,73.29142761,52.27803421,30.49380875,74.42584229,34.5598526,32.02730179,74.42584229,79.19120789
1/05/2016,10.2251358,5.778373718,1.642285585,10.66379166,3.373804092,2.089264631,10.66379166,12.80208683
1/06/2016,5.955208302,2.966439247,1.025187135,9.469574928,3.511975527,1.74455142,9.469574928,9.316140175
1/07/2016,1.957723022,0.503107429,0.114397198,0.988298237,0.290096432,0.166114047,0.988298237,4.004033089
1/08/2016,0.237282202,0.04665982,0.009414734,0.183922663,0.164907485,0.464912951,0.183922663,1.001063228
1/09/2016,56.33189392,36.49300766,16.01659584,56.25085831,36.9465332,13.67050838,56.25085831,58.93169403
1/10/2016,41.07643127,24.06688309,5.406620979,39.33487701,15.88271713,7.852608204,39.33487701,61.84677505
1/11/2016,1.5067662,0.8793962,0.274129331,1.700311422,2.230141878,2.023940086,1.700311422,6.203001022
1/12/2016,111.2850494,81.06923676,60.94172668,89.38506317,95.32889557,84.85135651,89.38506317,107.5323792
